DEPT,GR,RT,RHO,NPHI
4395.20506,111.8071,1.8498,2.2385,0.32
4395.45604,112.6881,1.8687,2.2394,0.32
4395.707000000001,117.1774,1.8792,2.2369,0.32
4395.95794,120.527,1.9066,2.2335,0.32
4396.20886,119.8066,1.9284,2.2273,0.33
4396.45976,116.4385,1.9417,2.2226,0.34
4396.71064,114.8289,1.9642,2.2267,0.35
4396.9615,116.0866,1.9869,2.2358,0.35
4397.21234,118.6585,2.0,2.2435,0.34
4397.46316,119.8736,2.0,2.2462,0.34
4397.71396,119.98,2.0059,2.25,0.34
4397.96474,122.7903,2.0126,2.2535,0.34
4398.215500000001,125.695,2.0194,2.256,0.35
4398.466240000001,125.2747,2.0224,2.2572,0.35
4398.716960000001,119.9913,2.0175,2.2561,0.36
4398.96766,114.5997,2.0126,2.2562,0.37
4399.21834,112.4387,2.0077,2.2562,0.38
4399.469,113.9001,2.0029,2.2549,0.4
4399.71964,118.2393,2.0,2.2562,0.4
4399.970260000001,123.2823,2.0,2.2598,0.4
4400.22086,124.6384,2.0,2.2614,0.39
4400.47144,122.3202,1.987,2.2614,0.39
4400.722000000001,119.8408,1.976,2.2633,0.37
4400.972540000001,119.2296,1.941,2.2655,0.37
4401.22306,119.7865,1.9055,2.2623,0.37
4401.473560000001,117.9253,1.8466,2.2508,0.37
4401.72404,113.7356,1.8055,2.2165,0.36
4401.9745,103.5148,1.7727,2.1747,0.35
4402.22494,93.7173,1.7305,2.1382,0.34
4402.47536,83.2632,1.6895,2.1302,0.33
4402.72576,72.6026,1.649,2.1283,0.32
4402.97614,63.1154,1.5949,2.1246,0.31
4403.226500000001,53.8217,1.5503,2.1035,0.31
4403.47684,47.0881,1.493,2.0878,0.31
4403.72716,43.839,1.462,2.0809,0.31
4403.977460000001,42.2845,1.3977,2.0868,0.31
4404.22774,41.8818,1.3461,2.0944,0.3
4404.478,41.1182,1.2989,2.0989,0.3
4404.7282399999995,39.286,1.2777,2.0976,0.31
4404.978460000001,37.4533,1.2479,2.0897,0.32
4405.228660000001,36.3223,1.2198,2.0852,0.32
4405.47884,36.3099,1.1973,2.0846,0.31
4405.729,36.2902,1.1816,2.087,0.3
4405.97914,36.0238,1.1567,2.0897,0.29
4406.22926,35.0684,1.1393,2.0891,0.29
4406.47936,34.6554,1.1258,2.0883,0.29
4406.72944,34.8679,1.1125,2.0883,0.29
4406.9795,35.8866,1.1081,2.0859,0.29
4407.22954,36.5643,1.0994,2.0822,0.3
4407.479560000001,36.9372,1.0864,2.0759,0.3
4407.729560000001,37.3097,1.0812,2.0673,0.3
4407.97954,39.5591,1.0739,2.0607,0.3
4408.2295,42.6619,1.0786,2.0607,0.3
4408.47944,46.1627,1.0722,2.062,0.3
4408.72936,49.6517,1.0716,2.0634,0.3
4408.979260000001,53.1407,1.071,2.0678,0.3
4409.22914,56.6297,1.0831,2.0756,0.31
4409.479,60.149,1.1031,2.083,0.31
4409.728840000001,63.7356,1.112,2.0855,0.31
4409.978660000001,67.3221,1.1205,2.0846,0.31
4410.22846,70.9087,1.1333,2.0833,0.31
4410.4782399999995,74.4952,1.1373,2.0901,0.31
4410.728000000001,75.6614,1.1632,2.1088,0.31
4410.97774,75.6084,1.1867,2.1331,0.31
4411.22746,74.4547,1.2246,2.1507,0.31
4411.477160000001,72.3961,1.2538,2.145,0.3
4411.72684,72.0337,1.2785,2.1296,0.33
4411.9765,73.1731,1.3168,2.1178,0.35
4412.226140000001,76.305,1.3601,2.1256,0.35
4412.47576,80.0116,1.4215,2.1779,0.33
4412.72536,84.7452,1.4856,2.2627,0.3
4412.97494,89.3728,1.5529,2.3136,0.3
4413.224500000001,93.8033,1.6129,2.3025,0.31
4413.47404,98.2339,1.6542,2.2582,0.35
4413.72356,99.8705,1.6919,2.2094,0.42
4413.973060000001,101.0363,1.6945,2.1996,0.45
4414.222540000001,104.6382,1.7174,2.1996,0.45
4414.472000000001,110.9225,1.7328,2.2108,0.43
4414.72144,115.1849,1.7397,2.2442,0.41
4414.97086,114.3164,1.7641,2.2655,0.41
