DEPT,GR,RT,RHO,NPHI
2610.0809,,1.6276,,0.5075
2610.5807999999997,56.3491,1.6353,,0.5036
2611.0807,58.2066,1.634,,0.492
2611.5806,60.033,1.6216,,0.4793
2612.0805,61.7182,1.6061,,0.4759
2612.5804,62.9887,1.5813,,0.4863
2613.0803,63.342,1.543,,0.5023
2613.5802,63.1786,1.5945,,0.5054
2614.0801,62.7245,1.7118,,0.5084
2614.58,62.029,1.8087,,0.5045
2615.0798999999997,61.35,1.8489,,0.4947
2615.5798,60.9477,1.8822,,0.4837
2616.0797,60.6411,1.9155,,0.4694
2616.5796,60.9374,1.9368,,0.4763
2617.0795,61.9702,1.9142,,0.4883
2617.5794,63.5103,1.868,,0.5024
2618.0793,63.5388,1.7941,,0.5047
2618.5792,62.5288,1.718,,0.505
2619.0791,60.4401,1.8094,,0.5056
2619.5789999999997,58.1325,1.9751,,0.5046
2620.0789,56.0518,2.0774,,0.5022
2620.5788,54.6778,2.1026,,0.5032
2621.0787,53.6229,2.1233,,0.5056
2621.5786,52.7287,2.1477,,0.5066
2622.0785,51.9571,2.1694,,0.5046
2622.5784,51.509,2.1911,,0.5025
2623.0783,51.4587,2.2133,,0.5037
2623.5782,51.8308,2.2377,,0.5063
2624.0780999999997,53.6804,2.2606,,0.5074
2624.578,56.46,2.2805,,0.5052
2625.0778999999998,58.8634,2.2984,,0.5021
2625.5778,60.6106,2.3089,,0.4956
2626.0777,61.937,2.3165,,0.4895
2626.5776,62.5743,2.3194,,0.4843
2627.0775,63.0431,2.3233,,0.4799
2627.5774,63.2596,2.3304,,0.4794
2628.0773,63.3075,2.3434,,0.4825
2628.5771999999997,63.3123,2.3638,,0.4909
2629.0771,63.7961,2.3914,,0.5026
2629.5769999999998,65.3097,2.4179,,0.5001
2630.0769,67.0935,2.4449,,0.4907
2630.5768,69.2418,2.4677,,0.4952
2631.0767,71.196,2.4885,,0.5006
2631.5766,70.1649,2.5037,,0.5057
2632.0765,68.2396,2.5126,,0.5095
2632.5764,66.432,2.5188,,0.5031
2633.0762999999997,64.9724,2.5315,,0.4925
2633.5762,63.6905,2.5415,,0.4741
2634.0760999999998,62.7952,2.5496,,0.4633
2634.576,62.4962,2.5574,,0.4622
2635.0759,62.4525,2.5618,,0.465
2635.5758,62.4851,2.5614,,0.4654
2636.0757,62.7684,2.5596,,0.473
2636.5756,63.3853,2.5574,,0.4864
2637.0755,64.1066,2.5552,,0.5026
2637.5753999999997,64.5343,2.5458,,0.5059
2638.0753,64.5846,2.5289,,0.5063
2638.5751999999998,64.8475,2.5102,,0.5
2639.0751,67.136,2.4968,,0.4928
2639.575,70.2238,2.4938,1.8577,0.4843
2640.0749,73.1042,2.4914,1.8996,0.4756
2640.5748,75.3518,2.4994,1.9297,0.4705
2641.0747,76.6247,2.5075,1.9615,0.4742
2641.5746,78.0492,2.5156,1.9901,0.4822
2642.0744999999997,80.0802,2.5205,2.0214,0.491
2642.5744,82.3382,2.521,2.073,0.4979
2643.0742999999998,84.0314,2.5196,2.1323,0.5024
2643.5742,84.5679,2.5177,2.1622,0.5038
2644.0741,84.0437,2.5116,2.151,0.502
2644.574,83.2212,2.5089,2.138,0.4938
2645.0739,82.3966,2.5067,2.1257,0.4791
2645.5738,81.828,2.5045,2.1131,0.4695
2646.0737,81.4205,2.5104,2.1017,0.4672
2646.5735999999997,81.4313,2.5166,2.0914,0.4675
2647.0735,81.5977,2.5329,2.0829,0.4698
2647.5733999999998,82.2046,2.554,2.0755,0.4727
2648.0733,83.0514,2.5768,2.0694,0.4745
2648.5732,83.9632,2.5944,2.0628,0.4741
2649.0731,84.8099,2.6055,2.0581,0.479
2649.573,85.5444,2.6118,2.0555,0.4864
2650.0729,86.2461,2.6132,2.0735,0.5037
2650.5728,87.1611,2.6101,2.0966,0.5087
2651.0726999999997,86.1091,2.6023,2.1485,0.5172
2651.5726,84.2885,2.587,2.17,0.5264
2652.0724999999998,83.9329,2.5656,2.1746,0.5401
2652.5724,85.4628,2.5386,2.1661,0.5273
2653.0723,87.5977,2.5126,2.1549,0.5151
2653.5722,88.545,2.487,2.146,0.5098
2654.0721,87.6522,2.4645,2.1396,0.4915
2654.572,86.8097,2.4461,2.1353,0.4717
2655.0719,86.8159,2.4322,2.1351,0.4617
2655.5717999999997,88.7348,2.4253,2.1378,0.4664
2656.0717,90.5168,2.4212,2.1419,0.4683
2656.5715999999998,90.2975,2.416,2.1461,0.4691
2657.0715,88.1415,2.4125,2.1521,0.4712
2657.5714,85.8836,2.4097,2.1585,0.4755
2658.0713,85.3055,2.407,2.1652,0.4807
2658.5712,86.7434,2.4049,2.1686,0.4829
2659.0711,88.7449,2.4069,2.1691,0.4878
2659.571,90.696,2.4095,2.1686,0.496
2660.0708999999997,92.4885,2.4122,2.1672,0.5071
2660.5708,93.8661,2.4149,2.1632,0.5074
2661.0706999999998,94.9854,2.4176,2.1572,0.498
2661.5706,95.5066,2.4204,2.1489,0.482
2662.0705,95.6077,2.4233,2.1419,0.4816
2662.5704,95.7911,2.4297,2.1365,0.4903
2663.0703,96.6021,2.4447,2.1315,0.4988
2663.5702,97.688,2.4586,2.1295,0.5049
2664.0701,96.1728,2.4773,2.1356,0.4911
2664.5699999999997,93.4691,2.4966,2.1439,0.4713
2665.0699,91.9122,2.516,2.1512,0.4549
2665.5697999999998,92.6229,2.5365,2.1564,0.4473
2666.0697,94.5884,2.5533,2.1582,0.4439
2666.5696,96.254,2.5693,2.1587,0.4428
2667.0695,97.1992,2.5815,2.1562,0.4455
2667.5694,97.3687,2.5925,2.1506,0.4602
2668.0693,95.321,2.6147,2.1503,0.4942
2668.5692,91.7635,2.6441,2.1519,0.5077
2669.0690999999997,88.6764,2.6778,2.151,0.5091
2669.569,87.2158,2.7066,2.1427,0.5055
2670.0688999999998,87.8914,2.716,2.1332,0.4917
2670.5688,89.5868,2.7192,2.1265,0.467
2671.0687,91.5736,2.7135,2.1246,0.4762
2671.5686,93.3428,2.6974,2.1295,0.4859
2672.0685,94.5858,2.6763,2.1358,0.4878
2672.5684,95.8082,2.6492,2.1406,0.483
